Fechas;Cadena;Código SAP POS;Región;Comuna;Local;Online/Offline;División;Valores PVP c/IVA
Junio 2025;Preunic;3399539;13 - Metropolitana de Santiago;Santiago;072 Preunic - Av. Libertador Bernardo OHiggins 1395, Santiago;Offline;Lifestyle;917465,01
Junio 2025;Preunic;3436325;13 - Metropolitana de Santiago;Providencia;137 Preunic - Av. Andres Bello 2425, Providencia;Offline;Lifestyle;3638414,29
Junio 2025;Preunic;3394324;05 - Valparaíso;Villa Alemana;117 Preunic - Valparaíso 610-612, Valparaíso;Offline;Lifestyle;2276277,22
Junio 2025;Preunic;3394321;05 - Valparaíso;San Felipe;070 Preunic - Arturo Prat 982, San Felipe;Offline;Lifestyle;1820434,63
Junio 2025;Preunic;3394530;13 - Metropolitana de Santiago;Santiago;060 Preunic - Puente 722, Santiago;Offline;Lifestyle;1125753,09
Junio 2025;Maicao;3399029;05 - Valparaíso;Limache;219 Maicao - Urmeneta 64, Limache;Offline;Lifestyle;1962884,02
Junio 2025;Maicao;3394423;13 - Metropolitana de Santiago;La Florida;028 Maicao - Av. Vicuña Mackenna 6100, La Florida;Offline;Lifestyle;2435059,182
Junio 2025;Maicao;3399127;08 - Biobío;Coronel;448 Maicao - Manuel Montt 480, Coronel;Offline;Lifestyle;1175184,976
Junio 2025;Maicao;3394432;13 - Metropolitana de Santiago;La Cisterna;069 Maicao - Av. Américo Vespucio 75, La Cisterna;Offline;Lifestyle;4755613,339
Junio 2025;Maicao;3394438;13 - Metropolitana de Santiago;San Miguel;413 Maicao - José Miguel Carrera 6151, San Miguel;Offline;Lifestyle;2500581,094
Junio 2025;Maicao;3399027;05 - Valparaíso;Limache;443 Maicao - Av. Urmeneta 119, Limache;Offline;Lifestyle;2229120,007
Junio 2025;Maicao;3394393;05 - Valparaíso;Valparaíso;260 Maicao - Condell 1391, Valparaíso;Offline;Lifestyle;1076993,007
Junio 2025;Maicao;3399224;13 - Metropolitana de Santiago;Maipú;201 Maicao - Av. 5 de Abril #177-A, Maipú;Offline;Lifestyle;2137045,078
Junio 2025;Maicao;3399327;14 - Los Ríos;Panguipulli;257 Maicao - Martínez de Rosas 592, Panguipulli;Offline;Lifestyle;2004749,018
Junio 2025;Maicao;3399219;13 - Metropolitana de Santiago;Maipú;054 Maicao - Av. Pajaritos 1948, Maipú;Offline;Lifestyle;5021844,304
Junio 2025;Maicao;3399221;13 - Metropolitana de Santiago;Buin;029 Maicao - Balmaceda 26, Buin;Offline;Lifestyle;3904968,197
Junio 2025;Maicao;No Definido;13 - Metropolitana de Santiago;Santiago;999 Maicao - Sin Dirección;Offline;Lifestyle;1019784,007
Junio 2025;Maicao;3394293;04 - Coquimbo;Coquimbo;218 Maicao - Aldunate 1416, Coquimbo;Offline;Lifestyle;1592357,159
Junio 2025;Maicao;3399098;07 - Maule;Curicó;037 Maicao - Prat 520, Curicó;Offline;Lifestyle;824268,0656
Junio 2025;Maicao;3394396;05 - Valparaíso;Valparaíso;425 Maicao - Av. Argentina 602, Valparaíso;Offline;Lifestyle;2510043,057
Junio 2025;Maicao;No Definido;No Definido;No Definido;481 Maicao - Sin Direccion;Offline;Lifestyle;1019784,007
Junio 2025;Preunic;3394422;13 - Metropolitana de Santiago;Providencia;046 Preunic - Av. Providencia 1320, Providencia;Offline;Lifestyle;1053852,1
Junio 2025;Preunic;3394515;13 - Metropolitana de Santiago;Santiago;002 Preunic - Estado 370, Santiago;Offline;Lifestyle;3762092,18
Junio 2025;Preunic;3394340;09 - La Araucanía;Angol;025 Preunic - Lautaro 170, Angol;Offline;Lifestyle;6171115,09
Junio 2025;Preunic;3394487;13 - Metropolitana de Santiago;Puente Alto;006 Preunic - José Luis Coo 040, Puente Alto;Offline;Lifestyle;2673684,86
Junio 2025;Preunic;3399715;05 - Valparaíso;Valparaíso;116 Preunic - Av. Pedro Montt 1872, Valparaíso;Offline;Lifestyle;2036013,84
Junio 2025;Preunic;3399545;13 - Metropolitana de Santiago;San Miguel;115 Preunic - Llano Subercaseaux 3519, San Miguel;Offline;Lifestyle;2649539,76
Junio 2025;Preunic;3399529;11 - Aysén del General Carlos Ibañez del Campo;Aysén;122 Preunic - Francisco Bilbao 303, Aysén;Offline;Lifestyle;5063141,79
Junio 2025;Preunic;3400931;13 - Metropolitana de Santiago;Santiago;128 Preunic - Bandera 101 Local 4, Santiago;Offline;Lifestyle;763218,4
Junio 2025;Preunic;3394518;13 - Metropolitana de Santiago;Santiago;010 Preunic - Puente 689, Santiago;Offline;Lifestyle;969257,38
Junio 2025;Maicao;3399255;13 - Metropolitana de Santiago;Estación Central;046 Maicao - Alameda 3780, Estación Central;Offline;Lifestyle;2044489,139
Junio 2025;Maicao;3394401;15 - Arica y Parinacota;Arica;258 Maicao - 21 de Mayo #465, Arica;Offline;Lifestyle;1015763,044
Junio 2025;Maicao;3399266;13 - Metropolitana de Santiago;Pedro Aguirre Cerda;455 Maicao - José Joaquín Prieto # 5531, Local 1006;Offline;Lifestyle;1334345,977
Junio 2025;Maicao;3399267;13 - Metropolitana de Santiago;Lo Prado;409 Maicao - Av. Bernardo OHiggins 5239, Lo Prado;Offline;Lifestyle;2031593,026
Junio 2025;Maicao;3399225;13 - Metropolitana de Santiago;Colina;249 Maicao - Av. Inmaculada Concepción 060, Colina;Offline;Lifestyle;1436652,966
Junio 2025;Maicao;3399182;10 - Los Lagos;Puerto Montt;229 Maicao - Paseo Talca 120-122, Puerto Montt;Offline;Lifestyle;1153827,094
Junio 2025;Maicao;3399092;07 - Maule;Talca;061 Maicao - Av. Circunvalación Oriente 1055, Talca;Offline;Lifestyle;4420902,253
Junio 2025;Maicao;3399264;13 - Metropolitana de Santiago;Providencia;261 Maicao - Providencia 2591, Providencia;Offline;Lifestyle;683375,0168
Junio 2025;Maicao;3399243;13 - Metropolitana de Santiago;Estación Central;252 Maicao - San Francisco de Borja, Local 300, Estación Central;Offline;Lifestyle;1621621,068
Junio 2025;Maicao;3399233;13 - Metropolitana de Santiago;Recoleta;031 Maicao - Av. Recoleta 2293, Recoleta;Offline;Lifestyle;957047,9919
Junio 2025;Maicao;3399157;09 - La Araucanía;Villarrica;095 Maicao - Av. Gerónimo de Alderete 623, Villarrica;Offline;Lifestyle;2116201,133
Junio 2025;Maicao;3436206;13 - Metropolitana de Santiago;Providencia;474 Maicao - Av. Providencia 1303, Providencia;Offline;Lifestyle;829635,0013
Junio 2025;Preunic;3394328;02 - Antofagasta;Antofagasta;042 Preunic - Paseo Arturo Prat 651, Antofagasta;Offline;Lifestyle;7474324,55
Junio 2025;Preunic;3394533;13 - Metropolitana de Santiago;Maipú;105 Preunic - Av. Américo Vespucio 399, Maipú;Offline;Lifestyle;3736511,94
Junio 2025;Preunic;No Definido;06 - Libertador General Bernardo OHiggins;San Vicente de Tagua Tagua;146 Preunic - Germán Riesco N 946 A, San Vicente de Tagua Tagua;Offline;Lifestyle;1019784,007
Junio 2025;Preunic;3436291;04 - Coquimbo;La Serena;135 Preunic - Alberto Solari 1400, La Serena;Offline;Lifestyle;1811807,13
Junio 2025;Preunic;3436274;16 - Ñuble;Chillán;139 Preunic - Av. Vicente Méndez 1545-1671, Chillán;Offline;Lifestyle;2372282,85
Junio 2025;Preunic;3400921;08 - Biobío;Lota;118 Preunic - Pedro Aguirre Cerda 702, Lota;Offline;Lifestyle;2599565,71
Junio 2025;Preunic;3394354;04 - Coquimbo;Coquimbo;029 Preunic - Aldunate 1334, Coquimbo;Offline;Lifestyle;1452254,58
Junio 2025;Maicao;3399183;10 - Los Lagos;Puerto Montt;213 Maicao - Antonio Varas 834, Puerto Montt;Offline;Lifestyle;1341884,996
Junio 2025;Maicao;3394436;13 - Metropolitana de Santiago;La Florida;284 Maicao - Av. Vicuña Mackenna 7287, La Florida;Offline;Lifestyle;868227,9984
Junio 2025;Maicao;3399022;05 - Valparaíso;Quilpué;032 Maicao - Claudio Vicuña 932, Quilpué;Offline;Lifestyle;1832802,11
Junio 2025;Maicao;3399093;07 - Maule;Linares;022 Maicao - Chacabuco 411, Linares;Offline;Lifestyle;4197608,047
Junio 2025;Maicao;3394400;02 - Antofagasta;Calama;091 Maicao - Eleuterio Ramírez 1920, Calama;Offline;Lifestyle;1095306,107
Junio 2025;Maicao;3399064;06 - Libertador General Bernardo OHiggins;San Fernando;214 Maicao - Manuel Rodríguez 734, San Fernando;Offline;Lifestyle;1495908,147
Junio 2025;Maicao;3399021;05 - Valparaíso;Villa Alemana;024 Maicao - Valparaíso 716, Villa Alemana;Offline;Lifestyle;3218280,113
Junio 2025;Maicao;3399326;14 - Los Ríos;Valdivia;212 Maicao - Picarte 353, Valdivia;Offline;Lifestyle;1376719,128
Junio 2025;Maicao;3394390;05 - Valparaíso;San Antonio;053 Maicao - Av. Centenario 158, San Antonio;Offline;Lifestyle;1483382,065
Junio 2025;Maicao;3399155;09 - La Araucanía;Victoria;251 Maicao - General Lagos 570, Victoria;Offline;Lifestyle;3982893,146
Junio 2025;Maicao;3399091;07 - Maule;Talca;017 Maicao - Uno Sur 1598, Talca;Offline;Lifestyle;3013844,254
Junio 2025;Maicao;3399185;10 - Los Lagos;Puerto Montt;426 Maicao - Av. Diego Portales 1001, Puerto Montt;Offline;Lifestyle;1796198,055
Junio 2025;Maicao;3399090;07 - Maule;Parral;081 Maicao - Aníbal Pinto 632, Parral;Offline;Lifestyle;6276266,084
